psc,rod_cislo,meno,priezvisko,cislo_obcianskeho,ulica,id_osoby
97405,996119/3782,Albina,Borikova,EH611604,Rakytovce,1653
90875,960907/1354,Alfonz,Musil,AT752478,Studienka,1654
01401,825208/2674,Maria,Gregusova,OE812517,Benov,1655
01311,865228/7222,Veronika,Moravcikova,OS713303,Babkov,1656
05361,715216/4313,Drahomira,Jakubkova,RU104242,Vojkovce,1657
02732,845603/6660,Regina,Majdanova,XE168343,Huty,1658
05351,016231/5294,Gizela,Filcova,RS771771,Stefanska Huta,1659
07202,895523/1416,Irma,Martanovicova,GC778760,Tusice,1660
04402,030803/7273,Fedor,Molnar,GV140417,Vcelare,1661
07616,950721/3179,Oto,Bano,BP520135,Upor,1662
02601,860622/7661,Vojtech,Janco,SM883756,Jasenova,1663
03301,835709/3504,Etela,Dorkova,SE340527,Jamnik,1664
04425,770109/6833,Bohus,Konopka,TS306882,Vysny Medzev,1665
02744,890309/4524,Oto,Krasnohorsky,BR224337,Horny Stefanov,1666
07652,805711/1849,Vilma,Markusova,BT001000,Strazne,1667
97405,956031/6491,Milota,Koppova,LH528456,Rakytovce,1668
02952,956101/1786,Karolina,Davidova,MZ013180,Babin,1669
04402,986113/2509,Bohuslava,Cobrdova,EJ776546,Zadiel,1670
01401,861129/9739,Ervin,Kelo,BJ246745,Hrabove,1671
01004,711225/8061,Drahomir,Kocura,CT768628,Bitarova,1672
03482,001120/5076,Servac,Jurek,RN080736,Kalameny,1673
07901,755620/1675,Vieroslava,Kozakovova,TA027646,Velke Kapusany,1674
07677,740723/5718,Boleslav,Maczko,MD551041,Velke Slemence,1675
03101,006227/1130,Melinda,Brezinova,XH060054,Andice,1676
04402,715910/8049,Rebeka,Kozakovova,IZ166507,Zarnov,1677
07664,905725/5895,Xenia,Ficova,LB626384,Zemplinska Teplica,1678
05363,785719/5904,Kristina,Murinova,ET477786,Trstany,1679
03301,020822/5473,Timotej,Janos,PI115566,Jamnik,1680
07234,995827/3219,Milota,Banova,QW313453,Velke Zaluzice,1681
03483,000422/2444,Alexander,Bednarik,XI446344,Ivachnova,1682
92526,840829/8457,Jozef,Bor,SR185580,Reca,1683
90873,865913/8087,Lenka,Meciarova,HO074321,Velke Levare,1684
02322,870112/9178,Vlastimil,Konstantinidis,EU236274,Javorova,1685
07672,895820/2597,Agata,Bednarova,DM848840,Vojany,1686
04924,945107/4185,Natasa,Mikulikova,OQ736001,Vlachovo,1687
07255,865316/3345,Sabina,Motovakova,TY533554,Svatus,1688
02941,770728/4900,Koloman,Dado,JH162707,Klin,1689
04411,970125/3114,Valentin,Danyi,EM727150,Zdana,1690
03843,010408/4196,Hugo,Franko,TS828472,Klastor pod Znievom,1691
07214,881118/4607,Pavol,Bosnak,SB131512,Tahyna,1692
01354,905725/5623,Jolana,Bilkova,UF851888,Babise,1693
07622,790327/1546,Arpad,Beno,PL731525,Vojcice,1694
98252,776112/1242,Kornelia,Jonatova,IO103646,Nizna Kalosa,1695
02302,896218/4854,Olga,Murinova,HK253366,Kalinov,1696
07635,941231/6043,Branislav,Grna,BJ004012,Vec,1697
07223,925214/4420,Ida,Macova,JI542471,Zbudza,1698
07616,000421/2373,Kristian,Maka,LR450084,Upor,1699
90041,715528/8242,Silvia,Kronerova,CE416882,Rovinka,1700
01352,896222/5334,Zora,Marcinova,YJ140564,Jablonove,1701
03842,720228/1326,Radomir,Martinka,YX111003,Benice,1702
07636,775104/5258,Anezka,Centekova,VE657704,Velky Kamenec,1703
02705,915615/1934,Luboslava,Dusova,EQ156550,Havrania,1704
02957,970531/8344,Dalibor,Duska,LG371555,Jasenovska,1705
96001,760820/9552,Robert,Dano,SU836635,Neresnica,1706
02713,706214/5341,Magdalena,Janousekova,AL818767,Hladovka,1707
03221,960627/6161,Silvester,Duro,MY460221,Jalovec,1708
05363,791126/1150,Hubert,Mensik,FM580145,Trstany,1709
07501,795227/8735,Dominika,Danekova,YF652477,Velky Ruskov,1710
07636,876024/1079,Silvia,Danova,SJ262112,Velky Kamenec,1711
01401,990703/3670,Jaromir,Macka,PO480671,Benov,1712
07634,800619/8100,Jaromir,Markos,WQ767056,Zemplin,1713
04445,945829/5643,Kamila,Figuliova,WA013378,Vysna Kamenica,1714
07601,750414/7727,Kristof,Dani,XD815658,Zemplinske Hradiste,1715
02952,720204/2457,Arpad,Frana,AR408117,Hrustin,1716
02345,860609/9510,Vincent,Antal,MI538647,Horny Vadicov,1717
03815,980831/5613,Emil,Frana,VJ213432,Blatnica,1718
97697,010420/5669,Samuel,Dorko,AX325076,Raztoka,1719
05201,970817/2442,Radovan,Grznar,TE865164,Teplicka,1720
03101,726122/4299,Rebeka,Bakosova,VS326806,Benice,1721
97405,935727/1894,Zofia,Kotzianova,UT327855,Rakytovce,1722
03482,720331/8504,Vladimir,Dorko,NG525346,Kalameny,1723
04402,876009/1544,Sidonia,Brunovskova,UZ451746,Vcelare,1724
07213,740831/2611,Michal,Magyar,HL758403,Zemplinska Siroka,1725
02952,015820/7858,Alexandra,Dekovasova,HX854208,Babin,1726
07677,860301/2049,Dalibor,Andrassy,UD054270,Velke Slemence,1727
07222,910926/2078,Kristof,Mojzis,SC635836,Strazske,1728
03815,905906/9719,Lubica,Basova,BW082406,Blatnica,1729
05351,825404/7356,Ivica,Dekovasova,MD331547,Stefanska Huta,1730
05333,840215/6981,Bohumir,Magyar,VD236306,Zahajnica,1731
07221,030216/6159,Daniel,Krajco,GN573366,Stankovce,1732
97405,925817/9365,Sara,Jurinova,VD804671,Rakytovce,1733
03401,770402/2155,Viktor,Klapac,VR754222,Klacno,1734
90638,935123/3549,Bozena,Duskova,HH441683,Rohoznik,1735
03204,725608/6399,Ivica,Havrankova,CF166728,Benadikova,1736
04474,015129/5678,Jarmila,Mihalikova,SL450514,Vysny Lanec,1737
90873,030518/9232,Benjamin,Macku,CJ645745,Velke Levare,1738
98045,820301/9894,Rastislav,Danko,DU458371,Riecka,1739
98541,881229/9367,Adolf,Koubek,PT802747,Novy Sad,1740
07222,915330/9012,Hilda,Braxatorisova,TE733057,Strazske,1741
07202,995219/8633,Adela,Kiselova,WW627616,Tusice,1742
98541,710805/1272,Urban,Kouba,TJ748452,Novy Sad,1743
90064,006227/2428,Emilia,Dusekova,ZI545824,Suchohrad,1744
96701,785719/5904,Jaroslava,Muchova,UE080327,Nevolne,1745
07201,816224/1938,Etela,Klokocova,OS563484,Samudovce,1746
02305,975922/6177,Olympia,Dererova,ZN344428,Harvelka,1747
01356,000426/5547,Ervin,Miklos,NP344620,Hvozdnica,1748
01341,825523/4465,Milada,Koppova,CW854243,Hrboltova,1749
07642,831210/2259,Svetozar,Bano,US325512,Velke Trakany,1750
98252,015907/1118,Zora,Danova,WU337713,Nizna Kalosa,1751
07234,745905/5513,Diana,Koubova,PZ204157,Zaluzice,1752
98045,946019/5939,Gertruda,Kozakova,WJ505016,Neporadza,1753
04961,830310/2079,Matej,Jakubek,TC758173,Rakosska Bana,1754
07661,715828/4938,Eugenia,Bilkova,RY614606,Stankovce,1755
02705,881007/1134,Timotej,Mistrik,FU651073,Biela,1756
97405,710809/2321,Zoltan,Mora,SO162854,Rakytovce,1757
01004,951017/5835,Alexej,Martinko,GO602286,Horky,1758
02755,925624/2815,Renata,Danova,BT324527,Chlebnice,1759
07801,836217/9350,Agata,Macova,FG610001,Velke Ozorovce,1760
05571,755516/3507,Ludmila,Karvasova,SD274321,Zakarovce,1761
07661,900522/5118,Marian,Dancak,FS423222,Visnov,1762
04913,985910/9932,Marianna,Mikloskova,LZ745288,Novacany,1763
07631,810312/8579,Marcel,Centek,SY838480,Streda nad Bodrogom,1764
05363,780726/9538,Kornel,Capek,UM573070,Trstany,1765
05376,921005/9639,Julia,Masaryk,DN530762,Sykavka,1766
07101,861121/2084,Hubert,Beka,BY585577,Vrbovec,1767
07653,925514/4833,Sona,Bezakova,EK132058,Zatin,1768
07213,815730/1937,Karina,Kobielskova,WY040640,Stretava,1769
03845,931231/2192,Ludomil,Jani,YP305552,Ivancina,1770
05376,735421/4954,Alzbeta,Dankova,GU184672,Sykavka,1771
07653,995925/8766,Nina,Menhartova,NA433616,Zatin,1772
02355,996214/4398,Melinda,Janosova,LP130832,Jedlovnik,1773
07615,731015/9115,Bohumil,Kovalcik,XS441377,Velaty,1774
03802,860516/9243,Izidor,Fedor,DD627506,Horny Kalnik,1775
07234,791111/4441,Miroslav,Feldek,DR600167,Zaluzice,1776
04481,765308/4722,Ela,Morova,AY301286,Velka Lodina,1777
02744,740602/5668,Albert,Bena,KB854407,Horny Stefanov,1778
98053,940721/2559,Imrich,Cerven,EU102504,Rimavska Bana,1779
07616,931014/8322,Rastislav,Koca,HF458257,Stanca,1780
03204,936029/5037,Berta,Dorova,FD843837,Benadikova,1781
07217,005120/6080,Matilda,Koubekova,PL886615,Zemplinske Kopcany,1782
96223,021128/5860,Dusan,Dudek,RW884301,Ocova,1783
90068,920530/8476,Augustin,Mora,UN711102,Plavecky Stvrtok,1784
98558,935323/8173,Viola,Madaricova,OK161454,Obrucna,1785
07801,020714/7651,Zdenko,Kralik,VY103030,Zbehnov,1786
07615,720212/5851,Oleg,Fico,LN522230,Velaty,1787
07301,900408/6476,Vaclav,Gregus,FB850080,Tibava,1788
02322,755402/1389,Veronika,Danova,TI410888,Klokocov,1789
97405,786225/7684,Perla,Dancsakova,GF746048,Rakytovce,1790
04461,720219/5133,Vincent,Kovacik,TH012474,Zlata Idka,1791
02941,860412/2226,Denis,Macko,CQ464014,Klin,1792
97697,845518/4612,Maria,Jendekova,UA812661,Raztoka,1793
07622,955410/6590,Amalia,Bahnova,NX272823,Vojcice,1794
98266,851127/9688,Stanislav,Jurca,TK368884,Ratkovske Bystre,1795
07501,910729/1096,Oleg,Marton,VY474467,Velky Ruskov,1796
07213,976225/6495,Dobromila,Madaraszova,EW721477,Stretava,1797
07636,805717/9025,Beata,Maczkova,NM648220,Velky Kamenec,1798
90023,970619/2235,Bernard,Kaniak,NS047756,Vinicne,1799
98558,745620/5168,Dobromila,Daniova,OR438470,Obrucna,1800
96801,015308/2428,Jela,Marcinekova,LH358273,Nova Bana,1801
90044,866215/8982,Estera,Borova,WI647382,Tomasov,1802
97401,885218/5099,Sona,Jakubekova,IG300826,Riecka,1803
98531,925530/7706,Stanislava,Boruvkova,FR068143,Mucin,1804
07255,810520/3799,Zlatko,Kroner,CF365744,Svatus,1805
07214,920802/8177,Bartolomej,Bugar,XT810788,Tahyna,1806
02322,005930/4084,Galina,Bednarikova,ZN013038,Klokocov,1807
07616,830219/6834,Vavrinec,Gasparovic,WG134677,Upor,1808
90877,970115/9075,Sergej,Czibulka,ZV573834,Borsky Mikulas,1809
99126,735219/5968,Drahomira,Malisekova,MT003176,Nenince,1810
05001,915514/7570,Anastazia,Janoskova,ZS683317,Revucka,1811
92526,030930/6788,Boris,Bukovsky,RP860553,Reca,1812
04402,745109/9992,Miloslava,Klimova,VV108270,Zadiel,1813
92526,750819/4406,Vladislav,Beno,NA004503,Reca,1814
07631,910609/1322,Viliam,Kocis,VF530520,Streda nad Bodrogom,1815
04412,731221/4544,Emil,Moravcik,HZ068417,Vysny Klatov,1816
03301,850907/3741,Milos,Moric,XN637712,Jamnik,1817
02753,805514/4773,Karina,Anderleova,TU811461,Istebne,1818
07622,810625/8554,Emanuel,Gaspar,UG142136,Vojcice,1819
98541,035502/9938,Bohumila,Galisova,SO537165,Novy Sad,1820
07216,965111/4647,Juliana,Abrahamova,BM363058,Zbince,1821
07261,875310/1982,Irma,Bekoova,ZD703411,Vojnatina,1822
03848,841014/5730,Richard,Dusa,CP036214,Horny Turcek,1823
98266,731221/4544,Eugen,Jano,BM176252,Ratkovske Bystre,1824
04447,800402/1666,Medard,Krejca,VB316272,Vtackovce,1825
05361,785115/2627,Jela,Martonova,BW360464,Zehra,1826
07631,900823/1082,Bartolomej,Duska,ZS588114,Streda nad Bodrogom,1827
99126,930910/6277,Ambroz,Dorka,KJ373083,Nenince,1828
07201,775517/3389,Sabina,Mackova,QA544141,Samudovce,1829
03843,965106/8810,Bohumila,Hankova,NU744656,Klastor pod Znievom,1830
07635,865519/3223,Danica,Danova,XM627666,Vec,1831
02744,016112/2414,Alojza,Klimacekova,VM887752,Horny Stefanov,1832
03845,785123/1683,Zdenka,Konradova,HV222556,Kevice,1833
90031,020719/5504,Stefan,Gavornik,OC710500,Stupava,1834
04971,706019/1497,Jana,Moriczova,GT368175,Stratena,1835
04918,946129/1840,Bohdana,Janosekova,GV113563,Revucka Lehota,1836
07632,835716/8006,Sara,Markusova,FW728151,Velka Bara,1837
07231,726116/1225,Dobromila,Janousekova,XR768230,Vinne,1838
03845,735218/8498,Henrieta,Miklosova,FQ013211,Ivancina,1839
07637,006206/8461,Slava,Harvanova,IE477704,Svinice,1840
03101,880305/7987,Koloman,Heretik,HJ386367,Benice,1841
01401,970811/5879,Bernard,Gyurovszky,QD126833,Hrabove,1842
01004,825301/5009,Dusana,Kramarova,IU203776,Banova,1843
07683,030406/8039,Stefan,Bilka,HC647215,Vojka,1844
04445,730723/2695,Kazimir,Havranko,KJ371453,Vysna Kamenica,1845
07631,925829/7020,Libusa,Kocianova,VX417626,Vinicky,1846
04918,845207/5607,Viola,Boskova,PZ261663,Revucka Lehota,1847
04445,966109/3669,Kornelia,Hanakova,OE550408,Svinica,1848
04443,030221/6053,Luboslav,Melzer,NC418046,Vajkovce,1849
05333,840622/5962,Julius,Bilko,KD441546,Zahajnica,1850
02732,900601/5426,Albin,Michalech,DF150405,Huty,1851
07223,795301/4348,Nina,Dudovova,LR586255,Zbudza,1852
07672,840127/8545,Kristof,Cigan,GW873415,Vojany,1853
07636,880817/4062,Matus,Melicharek,XW845774,Velky Kamenec,1854
07642,730215/8567,Tibor,Kovac,FA515543,Velke Trakany,1855
01311,736001/9684,Eleonora,Menhartova,SS076624,Babkov,1856
07616,940921/9901,Michal,Capko,XI527600,Stanca,1857
07214,930923/2311,Dezider,Bukovsky,WI012305,Tahyna,1858
04402,885112/3113,Terezia,Kotulicova,WW506640,Vcelare,1859
90021,845627/5477,Miloslava,Dudova,PF084024,Svaty Jur,1860
98513,001013/4616,Henrich,Dancak,ZL333264,Nedeliste,1861
03845,740709/3201,Ernest,Mor,YS622536,Ivancina,1862
03491,875607/3298,Juliana,Kendrova,DB053610,Hubova,1863
07664,000215/2165,Ludomil,Janak,VK240412,Zemplinska Teplica,1864
97901,725603/1776,Edita,Durkovskova,VK574576,Nizna Pokoradz,1865
90638,786114/2366,Blazena,Maurerova,UC077481,Rohoznik,1866
07253,741231/9458,Viktor,Madarasz,ZM780157,Zahor,1867
05351,876023/1818,Brigita,Davidova,BD338335,Stefanska Huta,1868
04913,825915/5027,Vilma,Fruhaufova,HQ752748,Novacany,1869
05201,770113/5045,Zoltan,Juroska,NW861332,Teplicka,1870
07602,010512/8592,Juraj,Blaha,LX870072,Zemplinsky Branc,1871
07222,725407/2278,Nikola,Dobsinskova,HU087203,Strazske,1872
97401,755827/9390,Bohdana,Gallova,CJ405782,Nemce,1873
07214,005720/7453,Danica,Borovszkova,RR413146,Vysocky Dvor,1874
07672,826103/3597,Stanislava,Danova,TB582884,Vojany,1875
02322,985128/4918,Alena,Magalova,JG177303,Klokocov,1876
07801,825225/4999,Olympia,Dvoncova,QZ146168,Trnavka,1877
07202,780423/3593,Stefan,Caplovic,BC734736,Tusice,1878
01342,755210/8221,Slava,Brezinova,XA174820,Horny Hricov,1879
02322,010823/4456,Benjamin,Macha,OR333351,Hlavice,1880
07672,810420/4752,Emil,Borik,IK700048,Vojany,1881
05201,980401/2497,Alan,Kotulic,NA030264,Teplicka,1882
04961,030621/1630,Arpad,Frei,MW380378,Nandraz,1883
07213,770428/3553,Bohdan,Fridman,JF674218,Stretava,1884
07653,850523/3675,Marian,Andrasy,SR820035,Zatin,1885
04961,015227/2176,Barbora,Makovova,GC782470,Rakosska Bana,1886
02352,701031/7149,Metod,Capkovic,QV632620,Hruby Buk,1887
02302,790718/1650,Vratislav,Dan,YT855870,Blazkov,1888
05566,990831/7151,Stefan,Mach,YN415141,Uhorna,1889
05566,985708/2691,Zofia,Deveckova,ZG027786,Uhorna,1890
02705,741211/2672,Ludomil,Klokoc,QP478812,Havrania,1891
96603,836014/2522,Danica,Havrankova,RO476607,Repiste,1892
04445,935831/9485,Tamara,Musilova,YJ468406,Zirovce,1893
02302,825225/1496,Estera,Jonatova,UY133537,Blazkov,1894
07216,836217/9350,Lydia,Drobnova,MG402261,Zbince,1895
98262,980321/4728,Rudolf,Dorot,KU551832,Rasice,1896
96265,810311/9669,Vasil,Konrad,GU868206,Rakovec,1897
96223,015303/8193,Silvia,Mihalikova,KR543703,Ocova,1898
04018,701018/5778,Matus,Janos,BL778060,Vysna Hutka,1899
05201,895502/8313,Marina,Jurinova,MI770417,Teplicka,1900
98513,910202/5914,Denis,Ker,PS062514,Nedeliste,1901
03301,850605/8363,Roland,Borek,JU711670,Jamnik,1902
07202,910807/7453,Albert,Duda,DC263457,Tusice,1903
96001,890906/6935,Rudolf,Markovics,PF116086,Motova,1904
04445,000409/9263,Leopold,Klokoc,JR578700,Svinica,1905
07214,990815/7673,Tomas,Kroner,SH041136,Vysocky Dvor,1906
07213,800922/3866,Pravoslav,Bosak,JU133518,Zemplinska Siroka,1907
90023,800927/2790,Denis,Kisel,NG461664,Vinicne,1908
02963,805731/2738,Bibiana,Dudokova,QW614633,Benadovo,1909
07637,905713/7660,Slavka,Marcinekova,LX120145,Svinice,1910
03846,991020/2424,Dobroslav,Benuska,TQ235260,Horna Stubna,1911
03815,970930/8305,Juraj,Baca,RD486710,Blatnica,1912
97697,871126/6481,Ludomil,Dan,AP341432,Nemecka,1913
04413,950130/7937,Silvester,Frano,WI822350,Vsechsvatych,1914
07231,920721/8744,Bohumil,Dudok,LG720150,Vinne,1915
07223,945623/1581,Valentina,Markusova,TG571111,Zbudza,1916
03845,966110/8535,Luboslava,Bartosova,AM574278,Kevice,1917
02322,920218/7366,Slavomir,Docolomansky,LD047668,Javorova,1918
98558,016006/1701,Lydia,Misikova,FX362046,Obrucna,1919
04481,755827/9390,Monika,Murinova,ZM818447,Trebejov,1920
01305,855205/7156,Ivica,Hanakova,UF404007,Bela,1921
07213,855428/2399,Dasa,Moricova,SF181623,Zemplinska Siroka,1922
02322,925420/1730,Magdalena,Deveckova,PY323300,Hlavice,1923
05566,940313/3352,Norbert,Havranka,LJ842047,Uhorna,1924
03221,856126/2392,Filomena,Kellova,DQ204608,Jalovec,1925
03842,825911/4266,Paulina,Banova,DM153615,Benice,1926
02355,035722/9817,Lucia,Koppova,HT178114,Jedlovnik,1927
07631,840410/6370,Radovan,Gasparovic,AL431707,Vinicky,1928
07661,831222/2652,Arnold,Macik,ZR382460,Visnov,1929
07616,745220/7006,Vladimira,Jakubcova,YE680753,Zemplinsky Klecenov,1930
04481,710111/5240,Robert,Bruska,HG507853,Velka Lodina,1931
07501,920902/5764,Branislav,Danko,FY765168,Velky Ruskov,1932
07242,975410/7443,Jozefina,Klimova,SP582353,Ubrez,1933
05001,890210/6459,Peter,Boruvka,UP453748,Revucka,1934
98021,781216/4528,Klement,Marta,HD117312,Rakytnik,1935
07243,955806/3577,Berta,Andrassova,TB837728,Velke Revistia,1936
97901,716225/8292,Zaneta,Mrazekova,HF720772,Nizna Pokoradz,1937
90068,716209/6139,Stefania,Molnarova,VP843125,Plavecky Stvrtok,1938
03231,970430/7030,Pankrac,Mack,IM663006,Hybe,1939
07204,890920/7866,Anton,Bilek,HF806065,Trhoviste,1940
04961,005719/9373,Irma,Andrasova,UY312438,Rakosska Bana,1941
03223,910413/4344,Albert,Balog,EE616766,Hlinik,1942
02601,770930/3924,Urban,Martan,LK546234,Benova Lehota,1943
90068,810112/3476,Ladislav,Mraz,TD610408,Plavecky Stvrtok,1944
02713,800404/6335,Alfred,Dorot,NS081577,Hladovka,1945
07214,720415/3146,Svatopluk,Masaryk,WM152583,Tahyna,1946
97401,000706/1775,Lubor,Melzer,RK538728,Molca,1947
07683,940615/3203,Rastislav,Murin,KY540254,Vojka,1948
05361,005309/3011,Berta,Martinekova,AE032500,Spisske Vlachy,1949
07253,766003/9427,Irena,Makovicova,DH176880,Zahor,1950
03844,880131/6458,Dobroslav,Gyurovszky,QG126380,Jazernica,1951
03482,810423/2940,Urban,Arpas,RI688076,Kalameny,1952
05571,865218/4631,Denisa,Miklikova,QF080803,Zakarovce,1953
02204,760718/1898,Dusan,Masny,JO106733,Husarik,1954
07221,926212/5917,Renata,Kazikova,EY281186,Vola,1955
90875,830601/1120,Tomas,David,VJ171252,Studienka,1956
90086,800929/8341,Bohumil,Dutko,GQ152053,Stefanova,1957
07236,781217/7425,Ctibor,Dani,HP487447,Zemplinska Sirava,1958
04402,001031/4418,Moric,Dudok,QS758476,Zarnov,1959
07101,785424/5839,Kristina,Ciganikova,QR384282,Suche,1960
01401,750602/7231,Hubert,Kocko,RZ863570,Benov,1961
04421,735516/5345,Viola,Dullova,JX853765,Semsa,1962
97901,985810/1968,Olympia,Kiselova,QC673413,Nizna Pokoradz,1963
90638,905424/7409,Perla,Boorova,FJ075155,Rohoznik,1964
07252,850606/3682,Eugen,Minac,TK326057,Tasula,1965
96001,940226/6573,Jan,Macek,TK226753,Motova,1966
90301,910413/3689,Vratko,Kallay,CC082201,Senec,1967
02744,810828/9937,Benadik,Bernardi,EZ840537,Horny Stefanov,1968
07221,030712/1289,Bonifac,Markus,ME550038,Stankovce,1969
90873,000706/3584,Maximilian,Jakubco,JC873454,Velke Levare,1970
04402,026109/2526,Dagmara,Bilekova,WT555848,Turna nad Bodvou,1971
04481,840605/3945,Gaspar,Feldek,LP842487,Trebejov,1972
05334,730406/1291,Ernest,Jakoubek,MF864353,Stara Voda,1973
07801,785713/6279,Olympia,Gregorova,QR784033,Velke Ozorovce,1974
07236,985812/1894,Vladimira,Banova,IP023007,Zemplinska Sirava,1975
90026,035815/6410,Otilia,Kenizova,UJ502044,Slovensky Grob,1976
07223,745702/7750,Ema,Grnova,JK025061,Stare,1977
03845,955429/8922,Valentina,Duschekova,HI472713,Kevice,1978
97901,971021/5991,Boleslav,Danyi,GI788322,Nizna Pokoradz,1979
98513,926020/7403,Zina,Dvoncova,OQ747821,Nedeliste,1980
96603,735831/8677,Frantiska,Madarova,DJ824834,Repiste,1981
98252,005826/4946,Ivana,Klausova,IF887844,Nizna Kalosa,1982
04445,810111/5302,Stefan,Jurek,UN173860,Zirovce,1983
07616,730113/4734,Peter,Magal,KJ230806,Upor,1984
90635,981015/5400,Fridrich,Gal,TM417232,Plavecky Mikulas,1985
90301,870330/5495,Matej,Maczko,PJ456784,Turen,1986
07615,880204/5015,Ondrej,Klapka,SE367404,Velaty,1987
90024,716124/6402,Milada,Dubnickova,FC007783,Velky Biel,1988
01356,820226/3082,Benadik,Bilko,AW018348,Hvozdnica,1989
02741,920924/7065,Valer,Kriz,FT546252,Horna Lehota,1990
90081,805402/3679,Klara,Frimerova,VX053876,Senkvice,1991
07216,020608/4101,Ondrej,Franko,KE641338,Vrbnica,1992
07801,780610/8356,Adrian,Kovacik,ZN336120,Trnavka,1993
03401,835107/4646,Perla,Kiselova,KW046083,Klacno,1994
07202,030825/1851,Ilja,Baranka,YA325313,Tusice,1995
90023,781109/6615,Bohdan,Dano,WW736284,Vinicne,1996
05551,995919/5620,Jela,Murinova,PE822648,Velky Folkmar,1997
02732,830122/3842,Radomir,Almasi,DY867252,Huty,1998
90635,795422/8639,Lydia,Makovecova,HZ823586,Plavecky Mikulas,1999
03846,900828/7253,Mojmir,Martinek,GU686654,Horna Stubna,2000
